Year,Category,Nominee,Additional Info,Won?
1990,MUSIC (Original Song),"Sooner Or Later (I Always Get My Man)"" from Dick Tracy""",Music and Lyric by Stephen Sondheim,YES
1990,MUSIC (Original Song),"Somewhere in My Memory"" from Home Alone""",Music by John Williams; Lyric by Leslie Bricusse,NO
1990,SHORT FILM (Animated),Creature Comforts,Nick Park,YES
1990,SHORT FILM (Animated),A Grand Day Out,Nick Park,NO
1990,SHORT FILM (Animated),Grasshoppers (Cavallette),Bruno Bozzetto,NO
1990,SHORT FILM (Live Action),12:01:00 PM,"Hillary Ripps, Jonathan Heap",NO
1990,SHORT FILM (Live Action),Dear Rosie,"Peter Cattaneo, Barnaby Thompson",NO
1990,SHORT FILM (Live Action),The Lunch Date,Adam Davidson,YES
1990,SHORT FILM (Live Action),Senzeni Na? (What Have We Done?),"Bernard Joffa, Anthony E. Nicholas",NO
1990,SHORT FILM (Live Action),Bronx Cheers,"Raymond De Felitta, Matthew Gross",NO
1990,SOUND,Total Recall,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Nelson Stoll",NO
1990,SOUND,Days of Thunder,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, Charles Wilborn",NO
1990,SOUND,The Hunt for Red October,"Don Bassman, Richard Overton, Kevin F. Cleary, Richard Bryce Goodman",NO
1990,SOUND,Dick Tracy,"Chris Jenkins, David E. Campbell, D. M. Hemphill, Thomas Causey",NO
1990,SOUND,Dances With Wolves,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",YES
1990,SOUND EFFECTS EDITING,Flatliners,"Charles L. Campbell, Richard Franklin",NO
1990,SOUND EFFECTS EDITING,Total Recall,Stephen H. Flick,NO
1990,SOUND EFFECTS EDITING,The Hunt for Red October,"Cecelia Hall, George Watters II",YES
1990,SPECIAL ACHIEVEMENT AWARD (Visual Effects),Total Recall,"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",YES
1990,WRITING (Screenplay Based on Material from Another Medium),Dances With Wolves,Michael Blake,YES
1990,WRITING (Screenplay Based on Material from Another Medium),Good Fellas,"Nicholas Pileggi, Martin Scorsese",NO
1990,WRITING (Screenplay Based on Material from Another Medium),Awakenings,Steven Zaillian,NO
1990,WRITING (Screenplay Based on Material from Another Medium),Reversal of Fortune,Nicholas Kazan,NO
1990,WRITING (Screenplay Based on Material from Another Medium),The Grifters,Donald E. Westlake,NO
1990,WRITING (Screenplay Written Directly for the Screen),Avalon,Barry Levinson,NO
1990,WRITING (Screenplay Written Directly for the Screen),Ghost,Bruce Joel Rubin,YES
1990,WRITING (Screenplay Written Directly for the Screen),Green Card,Peter Weir,NO
1990,WRITING (Screenplay Written Directly for the Screen),Alice,Woody Allen,NO
1990,WRITING (Screenplay Written Directly for the Screen),Metropolitan,Whit Stillman,NO
1991,ACTOR IN A LEADING ROLE,Anthony Hopkins,"The Silence of the Lambs {Dr. Hannibal Lecter""}""",YES
1991,ACTOR IN A LEADING ROLE,Robin Williams,"The Fisher King {Parry""}""",NO
1991,ACTOR IN A LEADING ROLE,Robert De Niro,"Cape Fear {Max Cady""}""",NO
1991,ACTOR IN A LEADING ROLE,Warren Beatty,"Bugsy {Bugsy Siegel""}""",NO
1991,ACTOR IN A LEADING ROLE,Nick Nolte,"The Prince of Tides {Tom Wingo""}""",NO
1991,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,"Bugsy {Meyer Lansky""}""",NO
1991,ACTOR IN A SUPPORTING ROLE,Harvey Keitel,"Bugsy {Mickey Cohen""}""",NO
1991,ACTOR IN A SUPPORTING ROLE,Michael Lerner,"Barton Fink {Jack Lipnick""}""",NO
1991,ACTOR IN A SUPPORTING ROLE,Jack Palance,"City Slickers {Curly""}""",YES
1991,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,"JFK {Clay Shaw""}""",NO
1991,ACTRESS IN A LEADING ROLE,Susan Sarandon,"Thelma &amp; Louise {Louise""}""",NO
1991,ACTRESS IN A LEADING ROLE,Laura Dern,"Rambling Rose {Rose""}""",NO
1991,ACTRESS IN A LEADING ROLE,Bette Midler,"For the Boys {Dixie Leonard""}""",NO
1991,ACTRESS IN A LEADING ROLE,Geena Davis,"Thelma &amp; Louise {Thelma""}""",NO
1991,ACTRESS IN A LEADING ROLE,Jodie Foster,"The Silence of the Lambs {Clarice Starling""}""",YES
1991,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,"Rambling Rose {Mother""}""",NO
1991,ACTRESS IN A SUPPORTING ROLE,Jessica Tandy,"Fried Green Tomatoes {Ninny Threadgoode""}""",NO
1991,ACTRESS IN A SUPPORTING ROLE,Kate Nelligan,"The Prince of Tides {Lila Wingo Newbury""}""",NO
1991,ACTRESS IN A SUPPORTING ROLE,Mercedes Ruehl,"The Fisher King {Anne""}""",YES
1991,ACTRESS IN A SUPPORTING ROLE,Juliette Lewis,"Cape Fear {Danielle Bowden""}""",NO
1991,ART DIRECTION,Barton Fink,Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh,NO
1991,ART DIRECTION,Hook,Art Direction: Norman Garwood; Set Decoration: Garrett Lewis,NO
1991,ART DIRECTION,The Fisher King,Art Direction: Mel Bourne; Set Decoration: Cindy Carr,NO
1991,ART DIRECTION,The Prince of Tides,Art Direction: Paul Sylbert; Set Decoration: Caryl Heller,NO
1991,ART DIRECTION,Bugsy,Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh,YES
1991,BEST PICTURE,JFK,"A. Kitman Ho and Oliver Stone, Producers",NO
1991,BEST PICTURE,Beauty and the Beast,"Don Hahn, Producer",NO
1991,BEST PICTURE,The Silence of the Lambs,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",YES
1991,BEST PICTURE,Bugsy,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",NO
1991,BEST PICTURE,The Prince of Tides,"Barbra Streisand and Andrew Karsch, Producers",NO
1991,CINEMATOGRAPHY,Bugsy,Allen Daviau,NO
1991,CINEMATOGRAPHY,JFK,Robert Richardson,YES
1991,CINEMATOGRAPHY,Terminator 2: Judgment Day,Adam Greenberg,NO
1991,CINEMATOGRAPHY,The Prince of Tides,Stephen Goldblatt,NO
1991,CINEMATOGRAPHY,Thelma &amp; Louise,Adrian Biddle,NO
1991,COSTUME DESIGN,Hook,Anthony Powell,NO
1991,COSTUME DESIGN,Barton Fink,Richard Hornung,NO
1991,COSTUME DESIGN,Madame Bovary,Corinne Jorry,NO
1991,COSTUME DESIGN,The Addams Family,Ruth Myers,NO
1991,COSTUME DESIGN,Bugsy,Albert Wolsky,YES
1991,DIRECTING,JFK,Oliver Stone,NO
1991,DIRECTING,Bugsy,Barry Levinson,NO
1991,DIRECTING,The Silence of the Lambs,Jonathan Demme,YES
1991,DIRECTING,Thelma &amp; Louise,Ridley Scott,NO
1991,DIRECTING,Boyz N the Hood,John Singleton,NO
1991,DOCUMENTARY (Feature),The Restless Conscience,"Hava Kohav Beller, Producer",NO
1991,DOCUMENTARY (Feature),Doing Time: Life Inside the Big House,"Alan Raymond and Susan Raymond, Producers",NO
1991,DOCUMENTARY (Feature),Death on the Job,"Vince DiPersio and William Guttentag, Producers",NO
1991,DOCUMENTARY (Feature),Wild by Law,"Lawrence Hott and Diane Garey, Producers",NO
1991,DOCUMENTARY (Feature),In the Shadow of the Stars,"Allie Light and Irving Saraf, Producers",YES
1991,DOCUMENTARY (Short Subject),Birdnesters of Thailand (aka 'Shadow Hunters'),"Eric Valli and Alain Majani, Producers",NO
1991,DOCUMENTARY (Short Subject),Memorial: Letters from American Soldiers,"Bill Couturi&Atilde;&copy; and Bernard Edelman, Producers",NO
1991,DOCUMENTARY (Short Subject),A Little Vicious,"Immy Humes, Producer",NO
1991,DOCUMENTARY (Short Subject),"Deadly Deception: General Electric, Nuclear Weapons and Our Environment","Debra Chasnoff, Producer",YES
1991,DOCUMENTARY (Short Subject),The Mark of the Maker,"David McGowan, Producer",NO
1991,FILM EDITING,The Commitments,Gerry Hambling,NO
1991,FILM EDITING,Terminator 2: Judgment Day,"Conrad Buff, Mark Goldblatt, Richard A. Harris",NO
1991,FILM EDITING,Thelma &amp; Louise,Thom Noble,NO
1991,FILM EDITING,JFK,"Joe Hutshing, Pietro Scalia",YES
1991,FILM EDITING,The Silence of the Lambs,Craig McKay,NO
1991,FOREIGN LANGUAGE FILM,Children of Nature,Iceland,NO
1991,FOREIGN LANGUAGE FILM,Mediterraneo,Italy,YES
1991,FOREIGN LANGUAGE FILM,The Ox,Sweden,NO
1991,FOREIGN LANGUAGE FILM,Raise the Red Lantern,Hong Kong,NO
1991,FOREIGN LANGUAGE FILM,The Elementary School,Czechoslovakia,NO
1991,IRVING G. THALBERG MEMORIAL AWARD,George Lucas,,YES
1991,MAKEUP,Hook,"Christina Smith, Monty Westmore, Greg Cannom",NO
1991,MAKEUP,Terminator 2: Judgment Day,"Stan Winston, Jeff Dawn",YES
1991,MAKEUP,Star Trek VI The Undiscovered Country,"Michael Mills, Edward French, Richard Snell",NO
1991,MUSIC (Original Score),Beauty and the Beast,Alan Menken,YES
1991,MUSIC (Original Score),The Prince of Tides,James Newton Howard,NO
1991,MUSIC (Original Score),JFK,John Williams,NO
1991,MUSIC (Original Score),Bugsy,Ennio Morricone,NO
1991,MUSIC (Original Score),The Fisher King,George Fenton,NO
1991,MUSIC (Original Song),"(Everything I Do) I Do It for You"" from Robin Hood: Prince of Thieves""",Music by Michael Kamen; Lyric by Bryan Adams and Robert John Lange,NO
1991,MUSIC (Original Song),"When You're Alone"" from Hook""",Music by John Williams; Lyric by Leslie Bricusse,NO
1991,MUSIC (Original Song),"Beauty and the Beast"" from Beauty and the Beast""",Music by Alan Menken; Lyric by Howard Ashman,YES
1991,MUSIC (Original Song),"Be Our Guest"" from Beauty and the Beast""",Music by Alan Menken; Lyric by Howard Ashman,NO
1991,MUSIC (Original Song),"Belle"" from Beauty and the Beast""",Music by Alan Menken; Lyric by Howard Ashman,NO
1991,SHORT FILM (Animated),Blackfly,Christopher Hinton,NO
1991,SHORT FILM (Animated),Strings,Wendy Tilby,NO
1991,SHORT FILM (Animated),Manipulation,Daniel Greaves,YES
1991,SHORT FILM (Live Action),Birch Street Gym,"Stephen Kessler, Thomas R. Conroy",NO
1991,SHORT FILM (Live Action),Session Man,"Seth Winston, Rob Fried",YES
1991,SHORT FILM (Live Action),Last Breeze of Summer,David M. Massey,NO
1991,SOUND,The Silence of the Lambs,"Tom Fleischman, Christopher Newman",NO
1991,SOUND,JFK,"Michael Minkler, Gregg Landaker, Tod A. Maitland",NO
1991,SOUND,Terminator 2: Judgment Day,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",YES
1991,SOUND,Beauty and the Beast,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",NO
1991,SOUND,Backdraft,"Gary Summers, Randy Thom, Gary Rydstrom, Glenn Williams",NO
1991,SOUND EFFECTS EDITING,Backdraft,"Gary Rydstrom, Richard Hymns",NO
1991,SOUND EFFECTS EDITING,Star Trek VI The Undiscovered Country,"George Watters II, F. Hudson Miller",NO
1991,SOUND EFFECTS EDITING,Terminator 2: Judgment Day,"Gary Rydstrom, Gloria S. Borders",YES
1991,VISUAL EFFECTS,Backdraft,"Mikael Salomon, Allen Hall, Clay Pinney, Scott Farrar",NO
1991,VISUAL EFFECTS,Hook,"Eric Brevig, Harley Jessup, Mark Sullivan, Michael Lantieri",NO
1991,VISUAL EFFECTS,Terminator 2: Judgment Day,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",YES
1991,WRITING (Screenplay Based on Material Previously Produced or Published),The Prince of Tides,"Pat Conroy, Becky Johnston",NO
1991,WRITING (Screenplay Based on Material Previously Produced or Published),Fried Green Tomatoes,"Fannie Flagg, Carol Sobieski",NO
1991,WRITING (Screenplay Based on Material Previously Produced or Published),Europa Europa,Agnieszka Holland,NO
1991,WRITING (Screenplay Based on Material Previously Produced or Published),The Silence of the Lambs,Ted Tally,YES
1991,WRITING (Screenplay Based on Material Previously Produced or Published),JFK,"Oliver Stone, Zachary Sklar",NO
1991,WRITING (Screenplay Written Directly for the Screen),Boyz N the Hood,John Singleton,NO
1991,WRITING (Screenplay Written Directly for the Screen),The Fisher King,Richard LaGravenese,NO
1991,WRITING (Screenplay Written Directly for the Screen),Grand Canyon,"Lawrence Kasdan, Meg Kasdan",NO
1991,WRITING (Screenplay Written Directly for the Screen),Thelma &amp; Louise,Callie Khouri,YES
1991,WRITING (Screenplay Written Directly for the Screen),Bugsy,James Toback,NO
1992,ACTOR IN A LEADING ROLE,"Robert Downey, Jr.","Chaplin {Charles Chaplin""}""",NO
1992,ACTOR IN A LEADING ROLE,Denzel Washington,"Malcolm X {Malcolm X""}""",NO
1992,ACTOR IN A LEADING ROLE,Stephen Rea,"The Crying Game {Fergus""}""",NO
1992,ACTOR IN A LEADING ROLE,Al Pacino,"Scent of a Woman {Lt. Col. Frank Slade""}""",YES
1992,ACTOR IN A LEADING ROLE,Clint Eastwood,"Unforgiven {Bill Munny""}""",NO
1992,ACTOR IN A SUPPORTING ROLE,Jaye Davidson,"The Crying Game {Dil""}""",NO
1992,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,"A Few Good Men {Col. Nathan R. Jessep""}""",NO
1992,ACTOR IN A SUPPORTING ROLE,David Paymer,"Mr. Saturday Night {Stan""}""",NO
1992,ACTOR IN A SUPPORTING ROLE,Gene Hackman,"Unforgiven {Little Bill Daggett""}""",YES
1992,ACTOR IN A SUPPORTING ROLE,Al Pacino,"Glengarry Glen Ross {Ricky Roma""}""",NO
1992,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,"Love Field {Lurene Hallett""}""",NO
1992,ACTRESS IN A LEADING ROLE,Catherine Deneuve,"Indochine {Eliane""}""",NO
1992,ACTRESS IN A LEADING ROLE,Susan Sarandon,"Lorenzo's Oil {Michaela Odone""}""",NO
1992,ACTRESS IN A LEADING ROLE,Emma Thompson,"Howards End {Margaret Schlegel""}""",YES
1992,ACTRESS IN A LEADING ROLE,Mary McDonnell,"Passion Fish {May-Alice""}""",NO
1992,ACTRESS IN A SUPPORTING ROLE,Miranda Richardson,"Damage {Ingrid""}""",NO
1992,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,"Howards End {Ruth Wilcox""}""",NO
1992,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,"My Cousin Vinny {Mona Lisa Vito""}""",YES
1992,ACTRESS IN A SUPPORTING ROLE,Judy Davis,"Husbands and Wives {Sally""}""",NO
1992,ACTRESS IN A SUPPORTING ROLE,Joan Plowright,"Enchanted April {Mrs. Fisher""}""",NO
1992,ART DIRECTION,Toys,Art Direction: Ferdinando Scarfiotti; Set Decoration: Linda DeScenna,NO
1992,ART DIRECTION,Howards End,Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker,YES
1992,ART DIRECTION,Chaplin,Art Direction: Stuart Craig; Set Decoration: Chris A. Butler,NO
1992,ART DIRECTION,Unforgiven,Art Direction: Henry Bumstead; Set Decoration: Janice Blackie-Goodine,NO
1992,ART DIRECTION,Bram Stoker's Dracula,Art Direction: Thomas Sanders; Set Decoration: Garrett Lewis,NO
1992,BEST PICTURE,Howards End,"Ismail Merchant, Producer",NO
1992,BEST PICTURE,The Crying Game,"Stephen Woolley, Producer",NO
1992,BEST PICTURE,Scent of a Woman,"Martin Brest, Producer",NO
1992,BEST PICTURE,Unforgiven,"Clint Eastwood, Producer",YES
1992,BEST PICTURE,A Few Good Men,"David Brown, Rob Reiner and Andrew Scheinman, Producers",NO
1992,CINEMATOGRAPHY,Howards End,Tony Pierce-Roberts,NO
1992,CINEMATOGRAPHY,A River Runs Through It,Philippe Rousselot,YES
1992,CINEMATOGRAPHY,The Lover,Robert Fraisse,NO
1992,CINEMATOGRAPHY,Unforgiven,Jack N. Green,NO
1992,CINEMATOGRAPHY,Hoffa,Stephen H. Burum,NO
1992,COSTUME DESIGN,Bram Stoker's Dracula,Eiko Ishioka,YES
1992,COSTUME DESIGN,Enchanted April,Sheena Napier,NO
1992,COSTUME DESIGN,Howards End,"Jenny Beavan, John Bright",NO
1992,COSTUME DESIGN,Malcolm X,Ruth Carter,NO
1992,COSTUME DESIGN,Toys,Albert Wolsky,NO
1992,DIRECTING,Scent of a Woman,Martin Brest,NO
1992,DIRECTING,The Crying Game,Neil Jordan,NO
1992,DIRECTING,Howards End,James Ivory,NO
1992,DIRECTING,The Player,Robert Altman,NO
1992,DIRECTING,Unforgiven,Clint Eastwood,YES
1992,DOCUMENTARY (Feature),The Panama Deception,"Barbara Trent and David Kasper, Producers",YES
1992,DOCUMENTARY (Feature),Liberators: Fighting on Two Fronts in World War II,"William Miles and Nina Rosenblum, Producers",NO
1992,DOCUMENTARY (Feature),Changing Our Minds: The Story of Dr. Evelyn Hooker,"David Haugland, Producer",NO
1992,DOCUMENTARY (Feature),Music for the Movies: Bernard Herrmann,"Margaret Smilow and Roma Baran, Producers",NO
1992,DOCUMENTARY (Feature),Fires of Kuwait,"Sally Dundas, Producer",NO
1992,DOCUMENTARY (Short Subject),Educating Peter,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",YES
1992,DOCUMENTARY (Short Subject),At the Edge of Conquest: The Journey of Chief Wai-Wai,"Geoffrey O'Connor, Producer",NO
1992,DOCUMENTARY (Short Subject),When Abortion Was Illegal: Untold Stories,"Dorothy Fadiman, Producer",NO
1992,DOCUMENTARY (Short Subject),The Colours of My Father: A Portrait of Sam Borenstein,"Richard Elson and Sally Bochner, Producers",NO
1992,DOCUMENTARY (Short Subject),Beyond Imagining: Margaret Anderson and the 'Little Review',"Wendy L. Weinberg, Producer",NO
1992,FILM EDITING,The Crying Game,Kant Pan,NO
1992,FILM EDITING,A Few Good Men,Robert Leighton,NO
1992,FILM EDITING,Unforgiven,Joel Cox,YES
1992,FILM EDITING,Basic Instinct,Frank J. Urioste,NO
1992,FILM EDITING,The Player,Geraldine Peroni,NO
1992,FOREIGN LANGUAGE FILM,Close to Eden,Russia,NO
1992,FOREIGN LANGUAGE FILM,Daens,Belgium,NO
1992,FOREIGN LANGUAGE FILM,Schtonk!,Germany,NO
1992,FOREIGN LANGUAGE FILM,Indochine,France,YES
1992,FOREIGN LANGUAGE FILM,A Place in the World,Uruguay,NO
1992,JEAN HERSHOLT HUMANITARIAN AWARD,Audrey Hepburn,,YES
1992,JEAN HERSHOLT HUMANITARIAN AWARD,Elizabeth Taylor,,YES
1992,MAKEUP,Batman Returns,"Ve Neill, Ronnie Specter, Stan Winston",NO
1992,MAKEUP,Hoffa,"Ve Neill, Greg Cannom, John Blake",NO
1992,MAKEUP,Bram Stoker's Dracula,"Greg Cannom, Mich&Atilde;&uml;le Burke, Matthew W. Mungle",YES
1992,MUSIC (Original Score),Basic Instinct,Jerry Goldsmith,NO
1992,MUSIC (Original Score),Chaplin,John Barry,NO
1992,MUSIC (Original Score),Howards End,Richard Robbins,NO
1992,MUSIC (Original Score),A River Runs Through It,Mark Isham,NO
1992,MUSIC (Original Score),Aladdin,Alan Menken,YES
1992,MUSIC (Original Song),"A Whole New World"" from Aladdin""",Music by Alan Menken; Lyric by Tim Rice,YES
1992,MUSIC (Original Song),"Beautiful Maria of My Soul"" from The Mambo Kings""",Music by Robert Kraft; Lyric by Arne Glimcher,NO
1992,MUSIC (Original Song),"Friend Like Me"" from Aladdin""",Music by Alan Menken; Lyric by Howard Ashman,NO
1992,MUSIC (Original Song),"I Have Nothing"" from The Bodyguard""",Music by David Foster; Lyric by Linda Thompson,NO
1992,MUSIC (Original Song),"Run to You"" from The Bodyguard""",Music by Jud Friedman; Lyric by Allan Rich,NO
1992,SHORT FILM (Animated),"Reci, Reci, Reci... (Words, Words, Words)",Michaela Pavl&Atilde;&iexcl;tov&Atilde;&iexcl;,NO
1992,SHORT FILM (Animated),Screen Play,Barry J.C. Purves,NO
1992,SHORT FILM (Animated),The Sandman,Paul Berry,NO
1992,SHORT FILM (Animated),Mona Lisa Descending a Staircase,Joan C. Gratz,YES
1992,SHORT FILM (Animated),Adam,Peter Lord,NO
1992,SHORT FILM (Live Action),Contact,"Jonathan Darby, Jana Sue Memel",NO
1992,SHORT FILM (Live Action),Cruise Control,Matt Palmieri,NO
1992,SHORT FILM (Live Action),Swan Song,"Kenneth Branagh, David Parfitt",NO
1992,SHORT FILM (Live Action),Omnibus,Sam Karmann,YES
1992,SHORT FILM (Live Action),The Lady in Waiting,Christian M. Taylor,NO
1992,SOUND,Under Siege,"Don Mitchell, Frank A. Monta&Atilde;&plusmn;o, Rick Hart, Scott Smith",NO
1992,SOUND,Unforgiven,"Les Fresholtz, Vern Poore, Dick Alexander, Rob Young",NO
1992,SOUND,The Last of the Mohicans,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",YES
1992,SOUND,A Few Good Men,"Kevin O'Connell, Rick Kline, Bob Eber",NO
1992,SOUND,Aladdin,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",NO
1992,SOUND EFFECTS EDITING,Bram Stoker's Dracula,"Tom C. McCarthy, David E. Stone",YES
1992,SOUND EFFECTS EDITING,Under Siege,"John Leveque, Bruce Stambler",NO
1992,SOUND EFFECTS EDITING,Aladdin,Mark Mangini,NO
1992,VISUAL EFFECTS,Alien 3,"Richard Edlund, Alec Gillis, Tom Woodruff, Jr., George Gibbs",NO
1992,VISUAL EFFECTS,Batman Returns,"Michael Fink, Craig Barron, John Bruno, Dennis Skotak",NO
1992,VISUAL EFFECTS,Death Becomes Her,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",YES
1992,WRITING (Screenplay Based on Material Previously Produced or Published),Enchanted April,Peter Barnes,NO
1992,WRITING (Screenplay Based on Material Previously Produced or Published),Howards End,Ruth Prawer Jhabvala,YES
1992,WRITING (Screenplay Based on Material Previously Produced or Published),A River Runs Through It,Richard Friedenberg,NO
1992,WRITING (Screenplay Based on Material Previously Produced or Published),The Player,Michael Tolkin,NO
1992,WRITING (Screenplay Based on Material Previously Produced or Published),Scent of a Woman,Bo Goldman,NO
1992,WRITING (Screenplay Written Directly for the Screen),Passion Fish,John Sayles,NO
1992,WRITING (Screenplay Written Directly for the Screen),The Crying Game,Neil Jordan,YES
1992,WRITING (Screenplay Written Directly for the Screen),Unforgiven,David Webb Peoples,NO
1992,WRITING (Screenplay Written Directly for the Screen),Husbands and Wives,Woody Allen,NO
1992,WRITING (Screenplay Written Directly for the Screen),Lorenzo's Oil,"George Miller, Nick Enright",NO
1993,ACTOR IN A LEADING ROLE,Anthony Hopkins,"The Remains of the Day {Mr. Stevens""}""",NO
1993,ACTOR IN A LEADING ROLE,Laurence Fishburne,"What's Love Got to Do with It {Ike Turner""}""",NO
1993,ACTOR IN A LEADING ROLE,Tom Hanks,"Philadelphia {Andrew Beckett""}""",YES
1993,ACTOR IN A LEADING ROLE,Liam Neeson,"Schindler's List {Oskar Schindler""}""",NO
1993,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,"In the Name of the Father {Gerry Conlon""}""",NO
1993,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,"The Fugitive {Samuel Gerard""}""",YES
1993,ACTOR IN A SUPPORTING ROLE,Pete Postlethwaite,"In the Name of the Father {Giuseppe Conlon""}""",NO
1993,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,"What's Eating Gilbert Grape {Arnie Grape""}""",NO
